id,timestamp,is_mobile,gender,age,education,experience,fm,REDUCE_NEGATION_COUNT_original_time,REDUCE_NEGATION_COUNT_original_correct,REDUCE_NEGATION_COUNT_original_index,REDUCE_NEGATION_COUNT_original_formula,REDUCE_NEGATION_COUNT_rewritten_time,REDUCE_NEGATION_COUNT_rewritten_correct,REDUCE_NEGATION_COUNT_rewritten_index,REDUCE_NEGATION_COUNT_rewritten_formula,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_original_time,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_original_correct,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_original_index,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_original_formula,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_rewritten_time,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_rewritten_correct,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_rewritten_index,REDUCE_NEGATION_COUNT_INCREASE_NEGATION_LEVEL_TRADEOFF_rewritten_formula,ELIMINATE_NEGATION_original_time,ELIMINATE_NEGATION_original_correct,ELIMINATE_NEGATION_original_index,ELIMINATE_NEGATION_original_formula,ELIMINATE_NEGATION_rewritten_time,ELIMINATE_NEGATION_rewritten_correct,ELIMINATE_NEGATION_rewritten_index,ELIMINATE_NEGATION_rewritten_formula,REDUCE_NEGATION_LEVEL_original_time,REDUCE_NEGATION_LEVEL_original_correct,REDUCE_NEGATION_LEVEL_original_index,REDUCE_NEGATION_LEVEL_original_formula,REDUCE_NEGATION_LEVEL_rewritten_time,REDUCE_NEGATION_LEVEL_rewritten_correct,REDUCE_NEGATION_LEVEL_rewritten_index,REDUCE_NEGATION_LEVEL_rewritten_formula,REDUCE_OPERATOR_COUNT_original_time,REDUCE_OPERATOR_COUNT_original_correct,REDUCE_OPERATOR_COUNT_original_index,REDUCE_OPERATOR_COUNT_original_formula,REDUCE_OPERATOR_COUNT_rewritten_time,REDUCE_OPERATOR_COUNT_rewritten_correct,REDUCE_OPERATOR_COUNT_rewritten_index,REDUCE_OPERATOR_COUNT_rewritten_formula,REDUCE_OPERATOR_NESTING_original_time,REDUCE_OPERATOR_NESTING_original_correct,REDUCE_OPERATOR_NESTING_original_index,REDUCE_OPERATOR_NESTING_original_formula,REDUCE_OPERATOR_NESTING_rewritten_time,REDUCE_OPERATOR_NESTING_rewritten_correct,REDUCE_OPERATOR_NESTING_rewritten_index,REDUCE_OPERATOR_NESTING_rewritten_formula,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_original_time,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_original_correct,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_original_index,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_original_formula,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_rewritten_time,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_rewritten_correct,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_rewritten_index,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_CNF_rewritten_formula,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_original_time,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_original_correct,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_original_index,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_original_formula,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_rewritten_time,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_rewritten_correct,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_rewritten_index,REDUCE_OPERATOR_NESTING_INCREASE_OPERATOR_COUNT_TRADEOFF_DNF_rewritten_formula,total_time,total_correct
65c325c365337212ebe45112,2024-02-07T06:40:03.526Z,FALSE,M,38,MSc,15,some,22250,TRUE,1,((A <-> (B & C & D & !E)) | (E & !F)),43080,FALSE,0,((E -> F) -> (A <-> (B & C & D & !E))),9482,TRUE,7,(!A & !B & !C & !D & !E),10718,TRUE,4,!(A | B | C | D | E),14268,TRUE,10,((!A & !B & !C) -> (D <-> E)),10550,TRUE,6,(A | B | C | (D <-> E)),9014,TRUE,13,((A & !(B | C)) -> D),32269,TRUE,9,((A & !B & !C) -> D),15502,TRUE,8,((A & B) | (C & B) | (D & B) | (E & B)),22568,TRUE,3,(B & (A | C | D | E)),19201,TRUE,11,(A -> ((B & C) -> D)),7320,TRUE,14,(!A | !B | !C | D),24420,TRUE,5,(A <-> ((B & C & D & !E) | (E & !F))),33901,FALSE,2,((A & B & C & D & !E) | (!A & !B & !E) | (!A & !C & !E) | (!A & !D & !E) | (!A & E & F) | (A & E & !F)),16153,TRUE,12,(A -> ((B | C | D) & (E | F))),20933,TRUE,15,((!A | B | C | D) & (!A | E | F)),311629,14
65c327ca65337212ebe4515d,2024-02-07T06:48:42.453Z,FALSE,M,38,MSc,15,some,6435,TRUE,15,((A <-> (B & !C)) | (C & !D)),7134,TRUE,10,((C -> D) -> (A <-> (B & !C))),15069,TRUE,12,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),25401,TRUE,0,!(A & (B | C | D | E)),9882,TRUE,2,((A & !B & !C) -> !D),6853,TRUE,4,((A & D) -> (B | C)),10815,TRUE,5,((A & B) -> !(C | D)),4117,TRUE,9,((A & B) -> (!C & !D)),13416,TRUE,7,((A & B) | (C & B) | (D & B) | (E & B)),9185,TRUE,3,(B & (A | C | D | E)),6050,TRUE,1,(A -> ((B & C) -> D)),6750,TRUE,13,(!A | !B | !C | D),7967,TRUE,11,(!A -> ((B & !C) <-> D)),30968,TRUE,8,(A | (B & !C & D) | (C & !D) | (!B & !D)),18171,FALSE,14,((A <-> (B & C & D & !E)) | (E & !F)),31003,TRUE,6,((A | !B | !C | !D | E) & (!A | B | E) & (!A | C | E) & (!A | D | E) & (!A | !E | !F)),209216,15
65c3343465337212ebe451a8,2024-02-07T07:41:40.240Z,,,,NaN,,NaN,,,9,((A <-> (B & C & !D)) | (D & !E)),,,5,((D -> E) -> (A <-> (B & C & !D))),,,6,(A <-> ((B & C & D & !E) | (E & !F))),,,12,(A <-> !(((B & C & D) -> E) & (E -> F))),,,10,((A & !B) -> (!C & !D)),,,11,((C | D) -> (A -> B)),,,13,(A <-> !(B | C | D | E)),,,4,(A <-> (!B & !C & !D & !E)),,,15,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),,,7,(!A | (!C & !D & !B & !E)),21761,TRUE,1,((A & !(B | C)) -> D),,,8,(!A | B | C | D),,,14,((A <-> (B & C & D & !E)) | (E & !F)),,,3,((A & B & C & D & !E) | (!A & !B) | (!A & !C) | (!A & !D) | (!A & E) | (E & !F)),20625,TRUE,0,(A -> ((B & C) <-> !D)),23425,FALSE,2,((!A | !B | !C | !D) & (!A | B | D) & (!A | C | D)),65811,2
65c3376b65337212ebe451cb,2024-02-07T07:55:23.291Z,,,,NaN,,NaN,13997,TRUE,6,(A -> (!B & !C & D)),22846,TRUE,3,((D -> (B | C)) -> !A),19040,TRUE,8,((A -> !B) & (C -> !D)),39280,TRUE,13,!((A & B) | (C & D)),15151,TRUE,12,((A & !B) -> (!C & !D)),19147,TRUE,7,((C | D) -> (A -> B)),17529,TRUE,2,((A & !(B | C)) -> D),12714,TRUE,11,((A & !B & !C) -> D),35888,TRUE,4,((A & B) | (C & B) | (D & B)),11850,TRUE,14,(B & (A | C | D)),16671,TRUE,5,((A & (B | C)) -> D),7826,TRUE,15,(!A | (!B & !C) | D),61948,TRUE,0,(A -> ((B & C) <-> !D)),15271,TRUE,9,(!A | (B & C & !D) | (!C & D) | (!B & D)),27839,TRUE,1,(!(A | B) -> !(C | D | (E & F))),15610,TRUE,10,((A | B | !E | !F) & (A | B | !D) & (A | B | !C)),352607,16
65c33bcc65337212ebe45215,2024-02-07T08:14:04.335Z,,,,NaN,,NaN,7995,TRUE,15,(A -> (!B & !C & D)),25096,TRUE,2,((D -> (B | C)) -> !A),12751,TRUE,10,((A -> !B) & (C -> !D)),11679,FALSE,4,!((A & B) | (C & D)),20040,TRUE,0,!(!A & B & !C & D),19450,TRUE,13,((B & D) -> (A | C)),13551,TRUE,3,(A <-> !(B | C | D | E)),11283,TRUE,14,(A <-> (!B & !C & !D & !E)),35541,TRUE,6,((A & B) | (C & B) | (D & B)),45093,TRUE,5,(B & (A | C | D)),13255,TRUE,11,(A -> ((B & C & D) -> !E)),16202,TRUE,7,(!A | !B | !C | !D | !E),23620,FALSE,8,((A <-> (B & C & D & !E)) | (E & !F)),37618,FALSE,1,((A & B & C & D & !E) | (!A & !B) | (!A & !C) | (!A & !D) | (!A & E) | (E & !F)),22636,TRUE,9,(A -> ((B & C) <-> !D)),27882,TRUE,12,((!A | !B | !C | !D) & (!A | B | D) & (!A | C | D)),343692,13
65c3474765337212ebe45282,2024-02-07T09:03:03.814Z,FALSE,O,30,MSc,6,some,35399.2,TRUE,10,((A <-> (B & !C)) | (C & !D)),33583.9,TRUE,6,((C -> D) -> (A <-> (B & !C))),14782.8,TRUE,4,(A -> (!B & !C & !D)),10016.7,TRUE,3,(A -> !(B | C | D)),11651.1,TRUE,11,((A & B & !C & !D & !E) -> !F),23482.4,TRUE,5,((A & B & F) -> (C | D | E)),21834.3,TRUE,13,((A & B & C) -> !(D | E)),31915.9,TRUE,2,((A & B & C) -> (!D & !E)),53990.6,TRUE,0,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),39966.5,TRUE,7,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),25766.7,TRUE,14,((A & !(B | C)) -> D),7449.1,TRUE,15,(!A | B | C | D),50483.1,TRUE,9,(A <-> ((B & C & D & !E) | (E & !F))),50017.8,TRUE,12,((A & B & C & D & !E) | (!A & !B & !E) | (!A & !C & !E) | (!A & !D & !E) | (!A & E & F) | (A & E & !F)),29666.4,TRUE,1,((A & B) -> (C & (D | E))),20950,TRUE,8,((!A | !B | D | E) & (!A | !B | C)),460956.5,16
65c37b4b65337212ebe452e9,2024-02-07T12:44:59.535Z,,,,NaN,,NaN,16161.7,TRUE,14,(A -> (!B & !C & D)),,,4,((D -> (B | C)) -> !A),13442.8,TRUE,6,(A -> (!B & !C & !D)),37309.7,TRUE,2,(A -> !(B | C | D)),30538.6,TRUE,7,((!A & !B & !C) -> (D <-> E)),20281.3,TRUE,8,(A | B | C | (D <-> E)),22931.2,TRUE,9,(A <-> !(B | C | D | E)),20119,TRUE,13,(A <-> (!B & !C & !D & !E)),36175.6,TRUE,1,((A & B) | (C & B) | (D & B)),21098.4,TRUE,3,(B & (A | C | D)),29838.3,FALSE,11,(A -> (B -> (C -> D))),10206.5,FALSE,10,(!A | !B | !C | D),38193.5,FALSE,15,(A <-> ((B & C & !D) | (D & !E))),39944.5,FALSE,5,((A & B & C & !D) | (!A & !B & !D) | (!A & !C & !D) | (!A & D & E) | (A & D & !E)),45817.6,FALSE,0,(A <-> ((B & C & D & !E) | (E & !F))),30272.1,TRUE,12,((A | !B | !C | !D | E) & (A | !E | F) & (!A | B | E) & (!A | C | E) & (!A | D | E) & (!A | !E | !F)),412330.8,10
65c37e1a65337212ebe45331,2024-02-07T12:56:58.525Z,FALSE,M,29,BSc,5,none,36573.5,TRUE,7,(!A -> ((B & !C) <-> D)),57808.6,TRUE,1,(A | ((B & !C) <-> D)),42977.9,FALSE,13,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),19228.4,TRUE,2,!(A & (B | C | D | E)),40011.4,TRUE,14,(!(A | B) -> !(C | D | E | F)),31084,TRUE,4,((C | D | E | F) -> (A | B)),20609.6,TRUE,12,(A <-> !(B | C | D | E)),24028.4,FALSE,8,(A <-> (!B & !C & !D & !E)),43589.5,TRUE,11,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),55179.1,TRUE,15,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),18327.1,TRUE,6,(((A | B) & C) -> D),29737.5,TRUE,5,((!A & !B) | !C | D),20314.6,TRUE,3,((A <-> (B & C & !D)) | (D & !E)),38218.3,TRUE,0,((A & B & C & !D) | (!A & !B) | (!A & !C) | (!A & D) | (D & !E)),59433.5,FALSE,9,(A -> (!B & !C & (D | E | F))),53517.8,TRUE,10,((!A | D | E | F) & (!A | !C) & (!A | !B)),590639.2,13
65c38fba65337212ebe45401,2024-02-07T14:12:10.058Z,FALSE,M,27,BSc,2,some,15454.1,FALSE,9,((A <-> (B & C & !D)) | (D & !E)),19899.9,FALSE,15,((D -> E) -> (A <-> (B & C & !D))),14977.9,TRUE,13,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),10649.9,TRUE,14,!(A & (B | C | D | E)),7870.2,TRUE,6,((A & !B & !C) -> (!D | !E)),39316,FALSE,1,((A & D & E) -> (B | C)),22036.1,TRUE,8,((A & !(B | C)) -> D),17114.2,TRUE,3,((A & !B & !C) -> D),34867.1,TRUE,0,((A & B) | (C & B) | (D & B) | (E & B)),17094.1,TRUE,7,(B & (A | C | D | E)),14671.9,TRUE,5,(((A | B) & C) -> !D),13164.4,TRUE,12,((!A & !B) | !C | !D),12433.7,TRUE,10,(!(A | B) -> !(C | D | (E & F))),11344.1,TRUE,11,(A | B | (!C & !D & !E) | (!C & !D & !F)),22280.4,TRUE,4,((A <-> (B & C & D & !E)) | (E & !F)),30819.8,TRUE,2,((A | !B | !C | !D | E) & (!A | B | E) & (!A | C | E) & (!A | D | E) & (!A | !E | !F)),303993.8,13
65c3907865337212ebe4544d,2024-02-07T14:15:20.679Z,FALSE,F,26,BSc,1,some,35367.7,FALSE,8,((A <-> (B & !C)) | (C & !D)),16593.3,TRUE,5,((C -> D) -> (A <-> (B & !C))),6408.2,TRUE,12,(A -> (!B & !C & (D | E | F))),9055.1,TRUE,13,(A -> (!(B | C) & (D | E | F))),10429.6,FALSE,6,((A & !B & !C) -> D),8008,TRUE,3,(A -> (B | C | D)),10591.4,TRUE,4,(A <-> !(B | C | D | E)),12401.6,TRUE,14,(A <-> (!B & !C & !D & !E)),15879.2,TRUE,1,((A & B) | (C & B) | (D & B) | (E & B)),12123,TRUE,0,(B & (A | C | D | E)),27391.2,TRUE,7,(A -> ((B & C & D) -> !E)),10672.1,TRUE,9,(!A | !B | !C | !D | !E),17703.6,TRUE,15,(A <-> ((B & C & !D) | (D & !E))),31591.7,TRUE,11,((A & B & C & !D) | (!A & !B & !D) | (!A & !C & !D) | (!A & D & E) | (A & D & !E)),19306.1,TRUE,2,(A <-> ((B & C & D & !E) | (E & !F))),22287.9,TRUE,10,((A | !B | !C | !D | E) & (A | !E | F) & (!A | B | E) & (!A | C | E) & (!A | D | E) & (!A | !E | !F)),265809.7,14
65c3909d65337212ebe45473,2024-02-07T14:15:57.626Z,FALSE,M,55,PhD,33,none,10183.9,TRUE,12,(A -> (B & !C & !D)),16319.5,TRUE,1,((B -> (C | D)) -> !A),25471.9,TRUE,3,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),11767.5,TRUE,9,!(A & (B | C | D | E)),7351.9,TRUE,11,((A & B & !C & !D & !E) -> F),10575.8,TRUE,8,((A & B) -> (C | D | E | F)),13679.8,TRUE,14,(A <-> !(B | C | D | E)),11703.5,TRUE,10,(A <-> (!B & !C & !D & !E)),34596.8,TRUE,0,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),34735.5,TRUE,6,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),6967.7,TRUE,4,(((A | B) & C) -> D),8031.7,TRUE,15,((!A & !B) | !C | D),25223.3,TRUE,2,(A <-> ((B & C & D & !E) | (E & !F))),54967.7,FALSE,5,((A & B & C & D & !E) | (!A & !B & !E) | (!A & !C & !E) | (!A & !D & !E) | (!A & E & F) | (A & E & !F)),16285,TRUE,13,((A <-> (B & C & D & !E)) | (E & !F)),33991.6,TRUE,7,((A | !B | !C | !D | E) & (!A | B | E) & (!A | C | E) & (!A | D | E) & (!A | !E | !F)),321853.1,15
65c392a365337212ebe45522,2024-02-07T14:24:35.146Z,TRUE,M,36,BSc,10,expert,12133,TRUE,3,(A -> (B & !C & !D)),30635.4,TRUE,7,((B -> (C | D)) -> !A),14486.4,TRUE,5,(A -> (!B & !C & !D)),14290.9,TRUE,15,(A -> !(B | C | D)),33842.4,TRUE,14,(!(A | B) -> !(C | D | E | F)),12453.2,TRUE,10,((C | D | E | F) -> (A | B)),39008.7,TRUE,2,((A & !(B | C)) -> D),17464.7,TRUE,6,((A & !B & !C) -> D),25021.4,TRUE,13,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),40692,TRUE,0,((!A & !B & (!C | !D)) | ((!A | !B) & !C & !D)),19497.5,TRUE,12,(((A | B) & C) -> D),15842.3,TRUE,9,((!A & !B) | !C | D),9672.7,TRUE,4,(A -> (!B & !C & (D | E | F))),13669.3,TRUE,11,(!A | (!B & !C & D) | (!B & !C & E) | (!B & !C & F)),8141.2,TRUE,1,(A -> ((B | C | D) & E)),17805.9,TRUE,8,((!A | B | C | D) & (!A | E)),324657,16
65c3947a65337212ebe45587,2024-02-07T14:32:26.678Z,FALSE,M,35,BSc,9,none,13774.2,TRUE,10,((A <-> (B & C & !D)) | (D & !E)),24834,TRUE,13,((D -> E) -> (A <-> (B & C & !D))),7825.2,TRUE,12,(!A & !B & !C & !D & !E),8560.9,TRUE,14,!(A | B | C | D | E),14078.7,TRUE,5,((A & B & !C & !D & !E) -> !F),13980.9,TRUE,8,((A & B & F) -> (C | D | E)),18029.4,TRUE,0,((A & B) -> !(C | D)),9107.5,TRUE,6,((A & B) -> (!C & !D)),17794.5,TRUE,3,((A & B) | (C & B) | (D & B)),5386.4,FALSE,11,(B & (A | C | D)),13111.2,TRUE,1,((A & (B | C)) -> D),6006.4,TRUE,4,(!A | (!B & !C) | D),19735,FALSE,7,((A <-> (B & C & D & !E)) | (E & !F)),29257.4,TRUE,15,((A & B & C & D & !E) | (!A & !B) | (!A & !C) | (!A & !D) | (!A & E) | (E & !F)),9591.6,FALSE,9,((A <-> (B & !C)) | (C & !D)),15362.5,TRUE,2,((A | !B | C) & (!A | B | C) & (!A | !C | !D)),226435.8,13
65c3948265337212ebe455a1,2024-02-07T14:32:34.362Z,,,,NaN,,NaN,8023.3,TRUE,10,((A & !B) -> (!C & D)),7616,TRUE,9,((A -> B) | (!C & D)),23807.9,TRUE,12,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),35399.9,TRUE,0,!((A | B | C) & (A | B | D) & (A | C | D) & (B | C | D)),39527.5,TRUE,1,((A & !B) -> (C | !D)),,,4,((A & D) -> (B | C)),9744.4,TRUE,15,((A & !(B | C)) -> D),6967.9,TRUE,8,((A & !B & !C) -> D),11840.5,TRUE,6,((A & B) | (C & B) | (D & B) | (E & B)),9087.9,TRUE,2,(B & (A | C | D | E)),6816,FALSE,11,(((A | B) & C) -> !D),6600.1,TRUE,7,((!A & !B) | !C | !D),21224.6,TRUE,14,(A <-> ((B & C & !D) | (D & !E))),,,3,((A & B & C & !D) | (!A & !B & !D) | (!A & !C & !D) | (!A & D & E) | (A & D & !E)),17000.3,FALSE,13,(!A -> ((B & !C) <-> D)),10192,TRUE,5,((A | !B | C | D) & (A | B | !D) & (A | !C | !D)),213848.3,12
65c394a265337212ebe455c1,2024-02-07T14:33:06.312Z,FALSE,F,29,BSc,5,none,13247.6,TRUE,10,((A <-> (B & !C)) | (C & !D)),15255.8,TRUE,15,((C -> D) -> (A <-> (B & !C))),10655.8,TRUE,13,(A <-> ((B & C & D & !E) | (E & !F))),16240.1,TRUE,1,(A <-> !(((B & C & D) -> E) & (E -> F))),10736.2,TRUE,12,(!A -> (!B & !C & !D)),5824,TRUE,11,((B | C | D) -> A),9823.6,FALSE,7,((A & !(B | C)) -> D),12503.6,TRUE,2,((A & !B & !C) -> D),10471.6,TRUE,14,((A & B) | (C & B) | (D & B)),6927.9,TRUE,4,(B & (A | C | D)),15549.6,FALSE,0,(((A | B) & C) -> !D),13967.7,TRUE,3,((!A & !B) | !C | !D),7887.6,TRUE,5,(A -> ((B | C | D) & E)),14431.8,FALSE,8,(!A | (B & E) | (C & E) | (D & E)),13047.6,TRUE,9,(A -> ((B & C) <-> !D)),23135.7,TRUE,6,((!A | !B | !C | !D) & (!A | B | D) & (!A | C | D)),199706.2,13
65c3972565337212ebe45661,2024-02-07T14:43:49.623Z,FALSE,M,31,BSc,5,none,23727.7,TRUE,8,(!A -> ((B & !C) <-> D)),10639.7,TRUE,9,(A | ((B & !C) <-> D)),11415.9,FALSE,10,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),20471.6,TRUE,13,!((A | B | C) & (A | B | D) & (A | C | D) & (B | C | D)),15808.1,TRUE,11,((!A & !B & !C) -> (D <-> E)),6663.7,TRUE,7,(A | B | C | (D <-> E)),7543.9,TRUE,14,((A & B) -> !(C | D)),7047.9,TRUE,12,((A & B) -> (!C & !D)),14479.8,TRUE,2,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),10176.3,TRUE,5,(!A | (!C & !D & !B & !E)),14624.4,TRUE,15,((A & !(B | C)) -> D),4919.2,TRUE,6,(!A | B | C | D),22184,TRUE,1,(A -> (!B & !C & (D | E | F))),29151.4,FALSE,3,(!A | (!B & !C & D) | (!B & !C & E) | (!B & !C & F)),21502.7,FALSE,4,(A <-> ((B & C & D & !E) | (E & !F))),26798.7,TRUE,0,((A | !B | !C | !D | E) & (A | !E | F) & (!A | B | E) & (!A | C | E) & (!A | D | E) & (!A | !E | !F)),247155,13
65c398ac65337212ebe456ac,2024-02-07T14:50:20.941Z,FALSE,M,49,MSc,25,none,11650.1,TRUE,11,(A -> (!B & !C & D)),17633,TRUE,7,((D -> (B | C)) -> !A),30833.2,TRUE,15,((!A & !B & !C) | (!A & !B & !D) | (!A & !C & !D) | (!B & !C & !D)),27266.8,TRUE,8,!((A | B | C) & (A | B | D) & (A | C | D) & (B | C | D)),13066,FALSE,10,((A & !B) -> (C | !D)),18766.4,TRUE,6,((A & D) -> (B | C)),21682.4,TRUE,3,((A & B & C) -> !(D | E)),37634.3,TRUE,5,((A & B & C) -> (!D & !E)),20566.4,TRUE,14,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),13999.3,TRUE,9,(!A | (!C & !D & !B & !E)),25518.5,TRUE,4,(A -> (B -> (C -> !(D | E)))),12900.4,TRUE,2,(!A | !B | !C | (!D & !E)),26799.4,TRUE,12,((A <-> (B & C & D & !E)) | (E & !F)),44383.4,TRUE,1,((A & B & C & D & !E) | (!A & !B) | (!A & !C) | (!A & !D) | (!A & E) | (E & !F)),21132.7,TRUE,13,((A <-> (B & C & !D)) | (D & !E)),31237.8,FALSE,0,((A | !B | !C | D) & (!A | B | D) & (!A | C | D) & (!A | !D | !E)),375070.1,14
65c39b1e65337212ebe45714,2024-02-07T15:00:46.165Z,FALSE,M,48,MSc,20,none,51829.6,TRUE,0,(A -> (B & !C & !D)),35527.7,TRUE,2,((B -> (C | D)) -> !A),15322.4,TRUE,15,(!A & !B & !C & !D),12161.7,TRUE,4,!(A | B | C | D),35539.7,TRUE,10,((!A & !B & C & D) -> E),41040.4,TRUE,12,((C & D) -> (A | B | E)),37767.6,TRUE,5,(A -> (B -> (C -> !(D | E)))),25118.3,TRUE,8,(A -> (B -> (C -> (!D & !E)))),20324.1,TRUE,14,((A & B) | (C & B) | (D & B)),19510,TRUE,3,(B & (A | C | D)),23218.5,TRUE,9,((A & !(B | C)) -> D),17764.5,TRUE,7,(!A | B | C | D),23751.7,TRUE,6,(A -> (!B & !C & (D | E | F))),23230.7,TRUE,1,(!A | (!B & !C & D) | (!B & !C & E) | (!B & !C & F)),53570.8,TRUE,11,((A & B) -> (C & (D | E))),12576.2,FALSE,13,((!A | !B | D | E) & (!A | !B | C)),448253.9,15
65c39c6e65337212ebe45772,2024-02-07T15:06:22.202Z,TRUE,M,40,BSc,19,some,27571.7,TRUE,12,((A <-> (B & C & D & !E)) | (E & !F)),26437,TRUE,5,((E -> F) -> (A <-> (B & C & D & !E))),5742.6,TRUE,11,(A -> (!B & !C & !D)),7903.9,TRUE,3,(A -> !(B | C | D)),6279.5,TRUE,9,((!A & (B | C)) -> !D),9578.7,TRUE,10,(((B | C) & D) -> A),15243.5,TRUE,15,((A & !(B | C)) -> D),14337.6,TRUE,8,((A & !B & !C) -> D),16758.2,TRUE,6,((A & B) | (C & B) | (D & B) | (E & B)),11953.6,TRUE,0,(B & (A | C | D | E)),23890,TRUE,4,(A -> (B -> (C -> !(D | E)))),12766.8,TRUE,13,(!A | !B | !C | (!D & !E)),11053.4,TRUE,14,((A <-> (B & !C)) | (C & !D)),17774.4,TRUE,2,((A & B & !C) | (!A & !B) | (!A & C) | (C & !D)),12922.8,TRUE,1,(A -> ((B | C | D) & E)),10099.1,TRUE,7,((!A | B | C | D) & (!A | E)),230312.8,16
65c39ce665337212ebe457a4,2024-02-07T15:08:22.151Z,,,,NaN,,NaN,18149.9,TRUE,2,((A & !B) -> (!C & D)),,,10,((A -> B) | (!C & D)),,,11,(A <-> ((B & C & !D) | (D & !E))),64561.9,TRUE,0,(A <-> !(((B & C) -> D) & (D -> E))),,,14,((!A & !B & C) -> D),,,15,(C -> (A | B | D)),,,13,(A <-> !(B | C | D | E)),24582.6,TRUE,1,(A <-> (!B & !C & !D & !E)),,,7,((A -> !B) & (A -> !C) & (A -> !D) & (A -> !E)),,,9,(!A | (!C & !D & !B & !E)),,,8,(A -> ((B & C) -> D)),11416.6,TRUE,5,(!A | !B | !C | D),24556.1,TRUE,3,((A <-> (B & C & D & !E)) | (E & !F)),40984.8,TRUE,4,((A & B & C & D & !E) | (!A & !B) | (!A & !C) | (!A & !D) | (!A & E) | (E & !F)),,,12,((!A & !B & !C) -> (D <-> E)),,,6,((A | B | C | D | !E) & (A | B | C | !D | E)),184251.9,6
65c3a6fd65337212ebe4581a,2024-02-07T15:51:25.503Z,FALSE,M,47,BSc,25,some,23409.4,TRUE,7,((A <-> (B & C & !D)) | (D & !E)),29089,TRUE,2,((D -> E) -> (A <-> (B & C & !D))),15377,TRUE,5,((A -> !B) & (C -> !D)),17457,TRUE,4,!((A & B) | (C & D)),12312.9,TRUE,13,!(!A & B & !C & D),12320.6,TRUE,8,((B & D) -> (A | C)),7640.2,TRUE,15,((A & B) -> !(C | D)),9608.1,TRUE,14,((A & B) -> (!C & !D)),6280.6,TRUE,11,((A & B) | (C & B) | (D & B) | (E & B)),10304.4,TRUE,10,(B & (A | C | D | E)),16617,TRUE,6,(((A | B) & C) -> !D),15384.6,TRUE,1,((!A & !B) | !C | !D),22617.1,TRUE,3,((!A & !B & !C) -> (D <-> E)),14385.1,TRUE,12,(A | B | C | (!D & !E) | (D & E)),10672.3,TRUE,9,(!(A | B) -> !(C | D | (E & F))),16726.2,TRUE,0,((A | B | !E | !F) & (A | B | !D) & (A | B | !C)),240201.5,16
